dataset,ATE,lb,ub,DGPid,trueATE
low3160,3.070425202,2.715797935,3.425052468,38,2.5
low3161,0.074535086,0.005999774,0.143070398,44,0.08229957
low3162,0.105717585,0.034959604,0.176475566,44,0.08229957
low3163,0.158958015,-0.090061848,0.407977877,43,0.19546654
low3164,0.209820408,0.122115631,0.297525185,21,0.174969388
low3165,0.098753179,-0.047817154,0.245323512,21,0.174969388
low3166,7.220159467,6.832139692,7.608179242,40,6.961984907
low3167,0.219174966,0.12979039,0.308559542,22,0.158527502
low3168,6.311958648,5.632664718,6.991252578,39,6.270296023
low3169,3.536116525,2.818752601,4.253480448,37,4
low317,0.140896529,0.076802934,0.204990124,20,0.156759654
low3170,0.13954044,0.031628223,0.247452658,21,0.174969388
low3171,0.233053381,0.142034157,0.324072606,22,0.158527502
low3172,0.204038779,0.077790752,0.330286806,21,0.174969388
low3173,5.814399313,4.940356338,6.688442289,39,6.270296023
low3174,3.92515414,3.296499242,4.553809037,37,4
low3175,0.077618781,-0.009930873,0.165168435,21,0.174969388
low3176,2.645743488,2.155827869,3.135659107,38,2.5
low3177,0.219927413,0.119663689,0.320191137,22,0.158527502
low3178,0.383674776,0.305006488,0.462343064,43,0.19546654
low3179,0.086342656,-0.001464714,0.174150025,21,0.174969388
low318,3.644082623,3.324056207,3.964109039,64,3.625
low3180,0.094189986,0.029529771,0.1588502,44,0.08229957
low3181,6.243679514,5.520744573,6.966614455,39,6.270296023
low3182,0.300541906,0.156130409,0.444953404,43,0.19546654
low3183,0.224420415,0.136574374,0.312266456,22,0.158527502
low3184,0.040517992,-0.034889115,0.115925098,44,0.08229957
low3185,0.292534445,0.195080529,0.38998836,22,0.158527502
low3186,0.184264408,0.033278067,0.335250749,23,0.195290626
low3187,3.910925039,3.173148541,4.648701537,37,4
low3188,0.296981041,0.201331209,0.392630872,42,0.185291712
low3189,0.172704264,0.06522717,0.280181357,24,0.20001484
low319,0.096127497,-0.010154279,0.202409273,19,0.120725664
low3190,0.224203779,0.121106048,0.327301511,24,0.20001484
low3191,0.077698451,-0.002219266,0.157616167,44,0.08229957
low3192,0.148552806,-0.017507748,0.314613359,43,0.19546654
low3193,0.07677276,-0.17069334,0.324238859,43,0.19546654
low3194,4.008884243,3.442938777,4.57482971,37,4
low3195,0.054723427,-0.064168542,0.173615396,23,0.195290626
low3196,2.270034573,1.769183325,2.770885821,38,2.5
low3197,3.933009549,3.143895858,4.72212324,37,4
low3198,0.163382906,0.075188998,0.251576813,42,0.185291712
low3199,3.899170724,3.461600489,4.336740959,37,4
low32,-1.752050962,-2.427708534,-1.076393391,63,-2
low320,1.749831916,0.777360407,2.722303425,31,2
low3200,0.099703462,-0.111529706,0.310936629,43,0.19546654
low321,0.128196513,0.0989758,0.157417227,35,0.122643948
low322,0.123175209,0.103354442,0.142995976,33,0.099589875
low323,2.0269306,1.616517969,2.43734323,61,2
low324,-1.691184493,-2.727511139,-0.654857848,63,-2
low325,9.435821074,8.266539102,10.60510304,30,10
low326,0.093676098,0.02127046,0.166081735,19,0.120725664
low327,1.077108198,0.891675504,1.262540892,58,1
low328,0.137730358,0.050114018,0.225346698,17,0.106696525
low329,0.128968948,0.098872676,0.15906522,35,0.122643948
low33,10.16136896,8.823627667,11.49911026,30,10
low330,0.088422866,0.068696884,0.108148848,33,0.099589875
low331,3.481392746,3.175295275,3.787490217,64,3.625
low332,2.420045459,1.722397316,3.117693603,32,2.527390408
low333,0.087699467,0.060678487,0.114720446,36,0.094084067
low334,9.742859163,8.668359771,10.81735855,30,10
low335,2.518716764,2.059506308,2.97792722,62,2
low336,2.910984612,2.221283639,3.600685585,32,2.527390408
low337,1.794716549,1.233522119,2.35591098,62,2
low338,0.115185605,0.029070492,0.201300717,20,0.156759654
low339,2.169431008,1.397749112,2.941112905,32,2.527390408
low34,2.28479519,1.8731756,2.696414779,61,2
low340,0.550333985,0.365777433,0.734890538,57,0.5
low341,0.117685056,0.098083592,0.13728652,33,0.099589875
low342,-0.880239316,-1.075629153,-0.684849478,59,-0.8
low343,0.075356013,-0.00516881,0.155880836,17,0.106696525
low344,-2.137274645,-2.796019239,-1.47853005,63,-2
low345,0.07618704,-0.007924985,0.160299064,17,0.106696525
low346,0.115778377,0.047050987,0.184505767,19,0.120725664
low347,4.600073625,3.794879021,5.40526823,29,4
low348,1.227926482,0.981171048,1.474681916,58,1
low349,0.080150007,0.054134656,0.106165358,36,0.094084067
low35,1.104447397,0.892575122,1.316319673,58,1
low350,2.156916572,1.442791886,2.871041257,32,2.527390408
low351,0.070217757,-0.012731033,0.153166547,17,0.106696525
low352,0.473645866,0.284895381,0.662396351,57,0.5
low353,3.547943701,3.231280338,3.864607064,64,3.625
low354,2.155169479,1.227592886,3.082746072,31,2
low355,3.989954431,3.211284654,4.768624209,29,4
low356,10.1401971,9.006141241,11.27425296,30,10
low357,2.606456887,1.888741178,3.324172596,32,2.527390408
low358,1.642489833,1.482706174,1.802273493,60,1.686248312
low359,0.48629455,0.30342721,0.66916189,57,0.5
low36,1.059503899,0.844624322,1.274383476,58,1
low360,1.79321676,1.266251363,2.320182157,62,2
low361,1.693753364,1.53393277,1.853573958,60,1.686248312
low362,2.398704334,1.722667383,3.074741285,32,2.527390408
low363,9.399438114,8.399386033,10.39949019,30,10
low364,4.10548974,3.314531791,4.896447688,29,4
low365,0.482428467,0.291089146,0.673767789,57,0.5
low366,0.127974336,0.049604872,0.2063438,17,0.106696525
low367,0.083279289,-0.005347855,0.171906434,17,0.106696525
low368,1.658535637,1.501219512,1.815851763,60,1.686248312
low369,1.959579643,1.358638344,2.560520941,62,2
low37,1.210137302,0.210710505,2.209564099,31,2
low370,1.657592322,1.505775398,1.809409246,60,1.686248312
low371,-0.792593837,-0.995898275,-0.589289399,59,-0.8
low372,0.094409788,0.074828235,0.113991341,33,0.099589875
low373,0.223114913,0.158002241,0.288227585,20,0.156759654
low374,1.737195515,1.584201426,1.890189603,60,1.686248312
low375,1.625746515,1.47257032,1.77892271,60,1.686248312
low376,0.118235056,0.08721398,0.149256132,35,0.122643948
low377,-0.79016666,-0.975737089,-0.604596231,59,-0.8
low378,0.173415881,0.107159484,0.239672277,20,0.156759654
low379,4.127477933,3.293118669,4.961837197,29,4
low38,1.8894666,1.458397216,2.320535984,61,2
low380,0.056921234,0.0232475,0.090594969,34,0.049629693
low381,2.138533403,1.657874519,2.619192288,61,2
low382,0.01464686,-0.067808863,0.097102584,17,0.106696525
low383,-1.746613024,-2.370521106,-1.122704942,63,-2
low384,0.189736537,0.104208055,0.27526502,18,0.147047059
low385,-2.03161303,-2.561340098,-1.501885961,63,-2
low386,-1.996048955,-2.682401373,-1.309696537,63,-2
low387,0.052446454,-0.021482647,0.126375554,18,0.147047059
low388,0.070961405,0.04075896,0.101163849,34,0.049629693
low389,2.469725084,1.858924915,3.080525253,62,2
low39,2.528330611,1.828792422,3.2278688,32,2.527390408
low390,0.098550035,0.072156055,0.124944016,36,0.094084067
low391,0.162947254,0.098744046,0.227150463,20,0.156759654
low392,0.12781276,0.101800352,0.153825167,36,0.094084067
low393,0.100438393,0.068381899,0.132494886,35,0.122643948
low394,0.065642099,-0.015682418,0.146966616,17,0.106696525
low395,-0.815213407,-1.002914231,-0.627512582,59,-0.8
low396,0.166779851,0.08724453,0.246315172,17,0.106696525
low397,1.816586602,1.307491293,2.325681911,62,2
low398,0.050515277,0.019595568,0.081434986,34,0.049629693
low399,3.503216298,2.790181027,4.216251568,29,4
low4,2.459223086,1.748530424,3.169915748,32,2.527390408
low40,1.744599385,1.585420455,1.903778315,60,1.686248312
low400,0.45398345,0.278385559,0.629581342,57,0.5
low401,-1.986916942,-2.610699894,-1.36313399,63,-2
low402,0.074265936,-0.011921866,0.160453739,17,0.106696525
low403,3.680491136,3.359918317,4.001063956,64,3.625
low404,1.534579555,1.367196946,1.701962164,60,1.686248312
low405,0.167647496,0.079603963,0.255691029,17,0.106696525
low406,0.104782135,0.084942937,0.124621333,33,0.099589875
low407,0.100546331,-0.020537728,0.221630391,19,0.120725664
low408,0.15407013,0.089455931,0.21868433,19,0.120725664
low409,-0.813022554,-1.005997072,-0.620048036,59,-0.8
low41,0.075321252,0.044713669,0.105928835,34,0.049629693
low410,4.757531639,3.999927054,5.515136225,29,4
low411,1.987561416,1.558113601,2.417009232,61,2
low412,0.162748696,0.102322434,0.223174958,20,0.156759654
low413,0.095454799,0.075854351,0.115055248,33,0.099589875
low414,1.66311866,1.512322643,1.813914678,60,1.686248312
low415,0.505636899,0.321279704,0.689994095,57,0.5
low416,1.608600826,1.457583121,1.759618532,60,1.686248312
low417,0.069545568,0.042336039,0.096755098,36,0.094084067
low418,1.746452802,0.785892085,2.70701352,31,2
low419,0.110108731,0.078130078,0.142087383,35,0.122643948
low42,11.25683363,10.01687782,12.49678943,30,10
low420,0.050599959,0.018337738,0.08286218,34,0.049629693
low421,3.374980021,3.070610848,3.679349194,64,3.625
low422,0.091005,0.064767083,0.117242917,36,0.094084067
low423,0.078488882,0.046779291,0.110198473,34,0.049629693
low424,0.083057363,-0.01893805,0.185052777,20,0.156759654
low425,2.793345937,2.107831393,3.478860481,32,2.527390408
low426,11.07838812,9.91713219,12.23964406,30,10
low427,0.072781475,0.042576819,0.10298613,34,0.049629693
low428,-0.824511175,-1.021875622,-0.627146728,59,-0.8
low429,0.114132265,0.02977137,0.198493159,20,0.156759654
low43,-0.85454314,-1.04437617,-0.66471011,59,-0.8
low430,2.165715473,1.731061254,2.600369693,61,2
low431,0.047205073,0.015234627,0.07917552,34,0.049629693
low432,0.090554797,0.059752668,0.121356927,34,0.049629693
low433,-1.932011777,-2.442374706,-1.421648849,63,-2
low434,0.141495159,0.073827728,0.20916259,20,0.156759654
low435,0.214620383,0.122248014,0.306992751,18,0.147047059
low436,0.058145529,0.027371484,0.088919575,34,0.049629693
low437,0.102670577,0.083117054,0.122224101,33,0.099589875
low438,0.111307756,0.079559623,0.143055889,35,0.122643948
low439,2.284634735,1.739266094,2.830003376,62,2
low44,0.199911869,0.118193157,0.28163058,20,0.156759654
low440,0.188413699,0.126279478,0.25054792,20,0.156759654
low441,1.851999754,0.86344465,2.840554858,31,2
low442,-2.079311363,-2.70985872,-1.448764006,63,-2
low443,1.292030924,0.327529513,2.256532335,31,2
low444,-1.806543115,-2.331955333,-1.281130898,63,-2
low445,0.222248132,0.163346253,0.28115001,19,0.120725664
low446,-0.838530134,-1.054616322,-0.622443946,59,-0.8
low447,0.0809645,0.053169749,0.108759251,36,0.094084067
low448,0.092339184,0.000668525,0.184009843,18,0.147047059
low449,0.085659712,0.059154046,0.112165377,36,0.094084067
low45,0.128662199,0.098780831,0.158543567,35,0.122643948
low450,2.789919799,2.102721505,3.477118092,32,2.527390408
low451,0.179504879,0.123406138,0.235603621,20,0.156759654
low452,3.480042104,3.140535245,3.819548963,64,3.625
low453,1.768314667,1.287385742,2.249243593,61,2
low454,0.180516629,0.123206512,0.237826746,20,0.156759654
low455,0.091889906,0.071534305,0.112245507,33,0.099589875
low456,0.143655588,0.116172287,0.17113889,35,0.122643948
low457,2.652283569,1.926343135,3.378224003,32,2.527390408
low458,4.176171523,3.370085822,4.982257223,29,4
low459,0.158785178,0.08338774,0.234182616,18,0.147047059
low46,1.041511117,0.804873387,1.278148846,58,1
low460,0.094609578,0.012080695,0.177138462,17,0.106696525
low461,1.490868352,1.336364822,1.645371883,60,1.686248312
low462,0.429188797,0.257719352,0.600658241,57,0.5
low463,3.005303251,2.311335637,3.699270864,32,2.527390408
low464,2.402601951,1.624411807,3.180792096,32,2.527390408
low465,0.056332652,0.023618106,0.089047198,34,0.049629693
low466,0.17790955,0.118176291,0.23764281,20,0.156759654
low467,0.148649523,0.065051458,0.232247587,18,0.147047059
low468,10.27300884,9.198047622,11.34797007,30,10
low469,0.172627936,0.067171986,0.278083886,18,0.147047059
low47,-2.603338274,-3.105414455,-2.101262094,63,-2
low470,0.087642359,0.069098131,0.106186586,33,0.099589875
low471,1.94948047,1.533338077,2.365622863,61,2
low472,0.105101757,0.085493748,0.124709765,33,0.099589875
low473,1.924557316,0.870898808,2.978215824,31,2
low474,0.117290175,0.085266514,0.149313837,35,0.122643948
low475,-0.875965657,-1.051980995,-0.69995032,59,-0.8
low476,10.5658334,9.471618528,11.66004828,30,10
low477,0.077335786,0.047943129,0.106728444,34,0.049629693
low478,-0.733817128,-0.919733454,-0.547900802,59,-0.8
low479,-2.152521581,-2.776187242,-1.528855919,63,-2
low48,-0.786290006,-1.000053148,-0.572526864,59,-0.8
low480,0.120571695,0.039014617,0.202128772,19,0.120725664
low481,1.017798558,0.825014613,1.210582504,58,1
low482,1.615287782,1.459084065,1.771491498,60,1.686248312
low483,1.978191503,1.284880601,2.671502405,32,2.527390408
low484,4.15405523,3.311400542,4.996709918,29,4
low485,0.094167733,0.066312692,0.122022773,35,0.122643948
low486,3.82221522,3.492784625,4.151645816,64,3.625
low487,2.336450908,1.653041631,3.019860185,32,2.527390408
low488,0.103248804,0.023389685,0.183107922,17,0.106696525
low489,0.085935395,0.05952082,0.11234997,36,0.094084067
low49,0.118246141,0.038064684,0.198427598,18,0.147047059
low490,-2.188222194,-3.03910724,-1.337337148,63,-2
low491,0.076588397,-0.017112533,0.170289326,18,0.147047059
low492,2.164144344,1.522879157,2.805409531,32,2.527390408
low493,2.248522035,1.81212823,2.68491584,62,2
low494,3.787353845,2.999480645,4.575227045,29,4
low495,2.235151243,1.775550259,2.694752228,61,2
low496,2.136708433,1.717906763,2.555510103,61,2
low497,0.087074732,0.067966117,0.106183347,33,0.099589875
low498,0.929479191,0.698043346,1.160915037,58,1
low499,0.056651709,0.024220998,0.08908242,34,0.049629693
low5,2.99625035,2.081911253,3.910589448,31,2
low50,10.66869894,9.645290617,11.69210727,30,10
low500,-1.87962018,-2.590576226,-1.168664134,63,-2
low501,0.115222316,0.040062193,0.190382439,20,0.156759654
low502,0.179699499,0.095088106,0.264310892,18,0.147047059
low503,0.129784541,0.044427033,0.215142049,18,0.147047059
low504,2.0495734,1.587662664,2.511484136,62,2
low505,0.131965226,0.040921762,0.22300869,20,0.156759654
low506,0.133272255,0.067504177,0.199040334,20,0.156759654
low507,0.120265364,0.034757727,0.205773,17,0.106696525
low508,0.083948318,0.056889214,0.111007422,35,0.122643948
low509,9.465354714,8.247159566,10.68354986,30,10
low51,3.632435753,3.302782074,3.962089431,64,3.625
low510,10.16875269,9.192733345,11.14477204,30,10
low511,0.123738246,0.093852719,0.153623773,35,0.122643948
low512,0.150409307,0.06655802,0.234260594,17,0.106696525
low513,1.153105841,0.93160185,1.374609831,58,1
low514,2.646076063,1.746259136,3.54589299,31,2
low515,0.076467347,-0.00362077,0.156555464,17,0.106696525
low516,0.147623327,0.071776689,0.223469964,20,0.156759654
low517,0.066086275,0.028196276,0.103976275,34,0.049629693
low518,0.050891208,0.019740475,0.082041942,34,0.049629693
low519,0.116210462,0.03652065,0.195900273,17,0.106696525
low52,-1.613856829,-2.044449829,-1.18326383,63,-2
low520,3.672827073,3.335458311,4.010195835,64,3.625
low521,1.027288756,0.762773987,1.291803525,58,1
low522,2.681312271,1.729400453,3.63322409,31,2
low523,0.104597658,0.023155389,0.186039926,17,0.106696525
low524,10.34317244,9.248762688,11.43758219,30,10
low525,1.803178253,1.652760856,1.95359565,60,1.686248312
low526,0.136766148,0.107072329,0.166459967,35,0.122643948
low527,3.58596975,3.279774633,3.892164867,64,3.625
low528,0.055854651,0.02487191,0.086837392,34,0.049629693
low529,0.030808967,-0.002146127,0.063764061,34,0.049629693
low53,0.102274054,0.083522406,0.121025701,33,0.099589875
low530,0.131518841,0.101426,0.161611683,35,0.122643948
low531,0.08020465,0.052357362,0.108051938,36,0.094084067
low532,2.238364243,1.812940991,2.663787495,61,2
low533,0.094704054,0.069197266,0.120210843,36,0.094084067
low534,-1.827363916,-2.548970659,-1.105757173,63,-2
low535,1.695841188,1.542914527,1.848767849,60,1.686248312
low536,0.19384046,0.133792166,0.253888754,20,0.156759654
low537,0.112433334,0.044309023,0.180557644,19,0.120725664
low538,-0.93497817,-1.138286286,-0.731670055,59,-0.8
low539,-2.204549138,-2.70824975,-1.700848526,63,-2
low54,0.117898217,0.09743846,0.138357974,33,0.099589875
low540,1.853872389,1.325195208,2.38254957,62,2
low541,0.099883177,0.032555077,0.167211276,20,0.156759654
low542,0.110723362,0.090328738,0.131117985,33,0.099589875
low543,1.824117091,0.773876613,2.874357569,31,2
low544,0.059123171,0.025430822,0.09281552,34,0.049629693
low545,2.622112627,1.912362769,3.331862484,32,2.527390408
low546,1.964498469,1.393778949,2.53521799,62,2
low547,0.088044404,0.062461954,0.113626855,36,0.094084067
low548,0.148005927,0.06782961,0.228182244,18,0.147047059
low549,2.399828568,1.956906219,2.842750918,62,2
low55,3.740569074,3.37628105,4.104857098,64,3.625
low550,2.537792493,2.02333391,3.052251077,62,2
low551,2.118561975,1.662664441,2.57445951,61,2
low552,3.759150765,3.439564671,4.07873686,64,3.625
low553,3.801176429,3.478409113,4.123943744,64,3.625
low554,0.046075552,0.01505227,0.077098834,34,0.049629693
low555,0.953757352,0.726456266,1.181058438,58,1
low556,1.839619813,1.331124581,2.348115045,61,2
low557,-2.026052382,-2.932247722,-1.119857042,63,-2
low558,9.508443495,8.389583771,10.62730322,30,10
low559,2.288655365,1.593640393,2.983670336,32,2.527390408
low56,0.571812618,0.392565653,0.751059583,57,0.5
low560,0.125608807,0.049546897,0.201670716,18,0.147047059
low561,0.674772651,0.400541462,0.949003839,58,1
low562,0.518393834,0.336044062,0.700743607,57,0.5
low563,0.586394015,0.415300957,0.757487073,57,0.5
low564,1.7278808,1.25647576,2.19928584,61,2
low565,2.141107435,1.47621853,2.805996341,32,2.527390408
low566,1.076808562,0.855174122,1.298443002,58,1
low567,0.122289316,0.033947021,0.210631611,18,0.147047059
low568,2.037856647,1.471086519,2.604626775,62,2
low569,1.045717208,0.826908625,1.264525792,58,1
low57,0.045934471,0.01354301,0.078325933,34,0.049629693
low570,3.76055129,3.446454299,4.074648281,64,3.625
low571,0.134641784,0.105776523,0.163507046,35,0.122643948
low572,3.828970522,3.073813778,4.584127266,29,4
low573,0.123172175,0.089262905,0.157081445,35,0.122643948
low574,1.972598203,1.525601725,2.41959468,61,2
low575,1.908167934,1.455651389,2.360684478,61,2
low576,-0.655297134,-0.840966553,-0.469627714,59,-0.8
low577,8.816891322,7.468968086,10.16481456,30,10
low578,-0.67668427,-0.862545881,-0.490822659,59,-0.8
low579,0.982156764,0.795871677,1.168441852,58,1
low58,0.683612442,0.412289793,0.954935091,58,1
low580,1.642274524,0.492838984,2.791710065,31,2
low581,0.470868263,0.302248897,0.63948763,57,0.5
low582,-0.723558817,-0.90969265,-0.537424985,59,-0.8
low583,0.026295157,-0.006624313,0.059214627,34,0.049629693
low584,1.667976537,1.512748397,1.823204677,60,1.686248312
low585,0.148546674,0.083537132,0.213556217,20,0.156759654
low586,-2.196077006,-3.048186981,-1.343967031,63,-2
low587,1.99955942,0.859829353,3.139289488,31,2
low588,0.118984289,0.091459735,0.146508842,35,0.122643948
low589,0.141104775,0.062163595,0.220045955,18,0.147047059
low59,9.769359272,8.627909228,10.91080932,30,10
low590,1.949452655,1.544401215,2.354504095,61,2
low591,1.004084013,0.796809499,1.211358528,58,1
low592,1.586986156,1.439582231,1.73439008,60,1.686248312
low593,2.496243095,1.751712668,3.240773521,32,2.527390408
low594,0.08195295,0.054214259,0.109691641,36,0.094084067
low595,1.78306881,1.619685915,1.946451706,60,1.686248312
low596,3.455708195,2.67151791,4.239898481,29,4
low597,0.302609114,0.123976375,0.481241854,57,0.5
low598,0.147002522,0.120369273,0.173635771,35,0.122643948
low599,1.667997501,1.514665635,1.821329367,60,1.686248312
low6,0.07680276,0.04833891,0.105266609,34,0.049629693
low60,2.356921395,1.665080173,3.048762616,32,2.527390408
low600,0.123179008,0.093540255,0.152817761,35,0.122643948
low601,0.049991386,0.020309683,0.07967309,34,0.049629693
low602,0.100094616,0.080346545,0.119842687,33,0.099589875
low603,0.053137634,0.019871766,0.086403503,34,0.049629693
low604,-0.618151464,-0.841274142,-0.395028787,59,-0.8
low605,0.096969328,0.077400488,0.116538169,33,0.099589875
low606,3.572936077,2.790857055,4.355015099,29,4
low607,3.757757821,3.431714906,4.083800736,64,3.625
low608,-0.954950283,-1.142340718,-0.767559848,59,-0.8
low609,-0.930631003,-1.116998741,-0.744263265,59,-0.8
low61,9.89667722,8.752088782,11.04126566,30,10
low610,0.138867876,0.080224084,0.197511669,19,0.120725664
low611,3.04529982,2.351456621,3.739143019,32,2.527390408
low612,3.757528892,3.442609901,4.072447884,64,3.625
low613,-0.708943366,-0.911867046,-0.506019686,59,-0.8
low614,0.083531518,0.015168724,0.151894312,19,0.120725664
low615,0.075370817,0.046239133,0.1045025,34,0.049629693
low616,0.088865085,0.026443929,0.15128624,19,0.120725664
low617,1.649612367,1.498965848,1.800258886,60,1.686248312
low618,0.588941784,0.399966826,0.777916742,57,0.5
low619,3.65047989,3.363011536,3.937948244,64,3.625
low62,0.130532197,0.04476876,0.216295634,18,0.147047059
low620,2.808781156,2.063987969,3.553574343,32,2.527390408
low621,0.142647478,0.04668591,0.238609045,18,0.147047059
low622,2.259925662,1.60001079,2.919840534,62,2
low623,0.113648406,0.08383984,0.143456973,35,0.122643948
low624,3.728978182,3.395290072,4.062666292,64,3.625
low625,4.033642949,3.259638696,4.807647201,29,4
low626,0.102452354,0.021598062,0.183306645,17,0.106696525
low627,2.344771567,1.922478318,2.767064816,61,2
low628,3.761789383,3.430795767,4.092782999,64,3.625
low629,-1.942094925,-2.838077173,-1.046112677,63,-2
low63,2.025792807,1.580716303,2.470869312,61,2
low630,0.050181503,0.019245755,0.081117252,34,0.049629693
low631,0.126812402,0.065270291,0.188354514,20,0.156759654
low632,2.862670779,2.171528531,3.553813028,32,2.527390408
low633,-2.556985532,-3.263861933,-1.850109132,63,-2
low634,1.075037782,0.778289656,1.371785908,58,1
low635,3.780679677,3.478494613,4.082864741,64,3.625
low636,0.128597103,0.095002019,0.162192187,35,0.122643948
low637,10.0372905,8.950762706,11.1238183,30,10
low638,-0.783384307,-0.981891549,-0.584877065,59,-0.8
low639,0.128499295,0.052474911,0.204523678,18,0.147047059
low64,-2.046912003,-2.543381186,-1.550442821,63,-2
low640,1.822984484,0.81573162,2.830237347,31,2
low641,1.673404071,1.510005116,1.836803025,60,1.686248312
low642,0.077581892,0.049845552,0.105318232,36,0.094084067
low643,2.484615314,1.4565118,3.512718828,31,2
low644,0.116164485,0.089309556,0.143019415,35,0.122643948
low645,2.77539922,2.06009585,3.49070259,32,2.527390408
low646,0.183755131,0.096022945,0.271487316,18,0.147047059
low647,2.097955608,1.606576661,2.589334556,62,2
low648,-1.637149237,-2.633626188,-0.640672286,63,-2
low649,1.097690702,0.892799605,1.3025818,58,1
low65,0.10543475,0.026036129,0.184833372,19,0.120725664
low650,3.4351721,2.65635987,4.213984331,29,4
low651,3.393065312,3.075246741,3.710883883,64,3.625
low652,0.918434804,0.730346972,1.106522635,58,1
low653,4.169633321,3.394327919,4.944938723,29,4
low654,0.090065723,0.063009421,0.117122025,36,0.094084067
low655,9.896610262,8.801604121,10.9916164,30,10
low656,1.733253223,1.570520646,1.895985799,60,1.686248312
low657,-0.805848623,-0.996562843,-0.615134402,59,-0.8
low658,0.09395225,0.067209883,0.120694617,36,0.094084067
low659,2.306856325,1.861952876,2.751759773,61,2
low66,0.033221432,-0.004211772,0.070654636,34,0.049629693
low660,1.710586812,1.566918067,1.854255558,60,1.686248312
low661,3.676730433,2.893329071,4.460131795,29,4
low662,3.481522242,2.583852605,4.37919188,29,4
low663,1.056951138,0.843777523,1.270124753,58,1
low664,0.903307643,0.690899803,1.115715482,58,1
low665,2.372876658,1.312589819,3.433163498,31,2
low666,2.36948934,1.352856108,3.386122571,31,2
low667,0.730757842,0.553861245,0.907654439,57,0.5
low668,0.175073834,0.065660475,0.284487193,18,0.147047059
low669,-1.790278857,-2.398260443,-1.18229727,63,-2
low67,0.117472665,0.088768223,0.146177106,35,0.122643948
low670,0.049501807,-0.035160758,0.134164372,17,0.106696525
low671,0.130798271,0.053362143,0.208234398,20,0.156759654
low672,1.630065546,1.459635562,1.80049553,60,1.686248312
low673,3.613106701,3.292269772,3.93394363,64,3.625
low674,0.118902194,0.040085147,0.197719242,17,0.106696525
low675,1.067114096,0.777377507,1.356850685,58,1
low676,0.183172653,0.120423397,0.245921908,20,0.156759654
low677,4.600358726,3.789144219,5.411573234,29,4
low678,0.84450133,0.636031629,1.052971031,58,1
low679,-2.206893828,-2.820072107,-1.59371555,63,-2
low68,2.059511844,1.180944969,2.93807872,31,2
low680,0.087563004,0.061305356,0.113820653,36,0.094084067
low681,-0.910516746,-1.094413499,-0.726619993,59,-0.8
low682,1.183464164,0.959639247,1.407289081,58,1
low683,0.024088047,-0.007636846,0.055812941,34,0.049629693
low684,9.792711753,8.58271837,11.00270514,30,10
low685,0.134620652,0.064538713,0.204702591,20,0.156759654
low686,3.086661412,2.403681841,3.769640982,32,2.527390408
low687,0.128775792,0.064572001,0.192979584,19,0.120725664
low688,0.908511856,0.695572,1.121451712,58,1
low689,0.049642267,-0.032649909,0.131934443,17,0.106696525
low69,0.106352698,0.011595734,0.201109662,19,0.120725664
low690,1.141987761,0.948420448,1.335555075,58,1
low691,3.666352161,3.351886361,3.980817962,64,3.625
low692,2.192028465,1.748806242,2.635250687,61,2
low693,0.131351022,0.035439885,0.227262158,19,0.120725664
low694,-1.849090594,-2.596327708,-1.10185348,63,-2
low695,0.102427983,0.076547844,0.128308123,36,0.094084067
low696,0.402220623,0.231666453,0.572774793,57,0.5
low697,0.045614013,0.013303425,0.0779246,34,0.049629693
low698,0.11301797,0.093291778,0.132744161,33,0.099589875
low699,0.124158149,0.039893455,0.208422844,17,0.106696525
low7,0.549965065,0.363050181,0.736879948,57,0.5
low70,2.18914027,1.413116154,2.965164386,32,2.527390408
low700,0.128633197,0.057450489,0.199815904,20,0.156759654
low701,0.130541889,0.049068175,0.212015604,17,0.106696525
low702,0.201826948,0.110387705,0.293266191,18,0.147047059
low703,0.201424143,0.11553865,0.287309636,18,0.147047059
low704,4.273468422,3.483232938,5.063703906,29,4
low705,1.89937427,1.47975333,2.31899521,61,2
low706,0.168407725,0.110352583,0.226462867,20,0.156759654
low707,10.21094735,9.190205221,11.23168947,30,10
low708,0.127953527,0.101067891,0.154839163,35,0.122643948
low709,2.656994742,1.490336614,3.823652869,31,2
low71,1.640203604,1.471413849,1.808993359,60,1.686248312
low710,0.512223873,0.335981326,0.68846642,57,0.5
low711,0.104879192,0.078989259,0.130769125,36,0.094084067
low712,0.13143713,0.049470552,0.213403709,17,0.106696525
low713,2.228210103,1.672951368,2.783468838,61,2
low714,0.147644467,0.07533641,0.219952525,19,0.120725664
low715,-0.704056007,-0.930298673,-0.477813341,59,-0.8
low716,3.81295726,3.490702261,4.135212259,64,3.625
low717,0.093700651,0.074454252,0.11294705,33,0.099589875
low718,0.137138641,0.108864529,0.165412754,35,0.122643948
low719,-2.191125598,-2.763427745,-1.618823451,63,-2
low72,0.02456855,-0.007473806,0.056610906,34,0.049629693
low720,1.695561212,0.660457402,2.730665022,31,2
low721,1.702357722,1.210890764,2.19382468,61,2
low722,2.816085172,2.153056105,3.47911424,32,2.527390408
low723,2.418373223,1.532162147,3.304584298,31,2
low724,1.776715037,0.693734852,2.859695223,31,2
low725,0.07306623,0.046108538,0.100023922,36,0.094084067
low726,0.150587588,0.058389245,0.24278593,17,0.106696525
low727,0.991626347,0.762421158,1.220831536,58,1
low728,3.792113971,3.456565166,4.127662777,64,3.625
low729,3.861788908,3.545182583,4.178395233,64,3.625
